,quote_date,shop_code,item_id_raw,region,price,indicator_box,item_id,description
5679573,1989-08-01,2.0,212005,2.0,0.82999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5679659,1991-11-01,2.0,212005,2.0,0.75,,212005,PURE ORANGE JUICE-1 LTR CARTON
5679760,1992-10-01,2.0,212005,2.0,0.73000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5680001,1988-09-01,2.0,212005,2.0,0.54000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5680198,1989-09-01,2.0,212005,2.0,0.67000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5680323,1991-07-01,2.0,212005,2.0,0.72000003,,212005,PURE ORANGE JUICE-1 LTR CARTON
5680636,2003-02-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5680784,1991-10-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681079,1990-10-01,2.0,212005,2.0,0.88999999,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681131,2005-03-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681368,1989-03-01,2.0,212005,2.0,0.81999999,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681403,1994-09-01,2.0,212005,2.0,0.49000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681412,1991-03-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681705,2004-02-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681936,1989-05-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5681944,1989-11-01,2.0,212005,2.0,0.82999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682090,1988-07-01,2.0,212005,2.0,0.51999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682102,1991-06-01,2.0,212005,2.0,0.68000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682425,1991-04-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682497,1988-04-01,2.0,212005,2.0,0.49000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682546,2006-07-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682552,1994-02-01,2.0,212005,2.0,0.49000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5682827,2006-10-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5683018,1988-12-01,2.0,212005,2.0,0.54000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5683717,1995-04-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684135,1992-09-01,2.0,212005,2.0,0.74000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684188,2004-05-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684212,2005-11-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684557,1990-03-01,2.0,212005,2.0,0.67000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684634,2003-06-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684710,1992-03-01,2.0,212005,2.0,0.76999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684717,2005-07-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5684962,1988-12-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685061,1990-05-01,2.0,212005,2.0,0.83999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685213,2003-11-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685371,1989-05-01,2.0,212005,2.0,0.82999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685376,1996-04-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685452,2005-01-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685496,1988-04-01,2.0,212005,2.0,0.52999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5685543,1995-12-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5686272,1989-07-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5686471,1992-02-01,2.0,212005,2.0,0.76999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5686608,1994-11-01,2.0,212005,2.0,0.49000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5686980,1989-03-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5687086,1991-10-01,2.0,212005,2.0,0.72000003,,212005,PURE ORANGE JUICE-1 LTR CARTON
5687469,1990-08-01,2.0,212005,2.0,0.76999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5687516,1988-06-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
