,quote_date,shop_code,item_id_raw,region,price,indicator_box,item_id,description
31342628,1994-08-01,174.0,510201,2.0,26.950001,,510201,WOMEN'S SUIT
31342637,1991-12-01,46.0,510201,2.0,99.989998,,510201,WOMEN'S SUIT
31342660,1995-03-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31342661,1996-05-01,245.0,510201,2.0,92.5,C,510201,WOMEN'S SUIT
31342688,1991-01-01,34.0,510201,2.0,40.98,,510201,WOMEN'S SUIT
31342710,1991-07-01,19.0,510201,2.0,70.0,,510201,WOMEN'S SUIT
31342712,1992-04-01,47.0,510201,2.0,165.0,,510201,WOMEN'S SUIT
31342729,1992-11-01,19.0,510201,2.0,32.98,,510201,WOMEN'S SUIT
31342733,1995-03-01,45.0,510201,2.0,139.98,,510201,WOMEN'S SUIT
31342741,1995-10-01,113.0,510201,2.0,75.0,,510201,WOMEN'S SUIT
31342746,1993-04-01,136.0,510201,2.0,28.99,,510201,WOMEN'S SUIT
31342754,1995-12-01,46.0,510201,2.0,110.0,,510201,WOMEN'S SUIT
31342783,1991-04-01,132.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31342784,1996-08-01,85.0,510201,2.0,42.5,,510201,WOMEN'S SUIT
31342788,1997-01-01,806.0,510201,2.0,115.0,C,510201,WOMEN'S SUIT
31342792,1996-08-01,236.0,510201,2.0,33.0,,510201,WOMEN'S SUIT
31342795,1991-06-01,45.0,510201,2.0,34.98,,510201,WOMEN'S SUIT
31342818,1991-09-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31342845,1993-12-01,128.0,510201,2.0,24.99,C,510201,WOMEN'S SUIT
31342851,1994-02-01,3.0,510201,2.0,225.0,,510201,WOMEN'S SUIT
31342864,1997-01-01,81.0,510201,2.0,38.0,,510201,WOMEN'S SUIT
31342878,1995-04-01,113.0,510201,2.0,75.0,,510201,WOMEN'S SUIT
31342887,1989-05-01,10.0,510201,2.0,44.990002,,510201,WOMEN'S SUIT
31342889,1994-10-01,85.0,510201,2.0,67.5,,510201,WOMEN'S SUIT
31342902,1993-06-01,69.0,510201,2.0,69.940002,,510201,WOMEN'S SUIT
31342903,1995-09-01,28.0,510201,2.0,54.970001,C,510201,WOMEN'S SUIT
31342907,1996-11-01,248.0,510201,2.0,59.0,,510201,WOMEN'S SUIT
31342925,1995-09-01,93.0,510201,2.0,105.98,,510201,WOMEN'S SUIT
31342944,1994-03-01,152.0,510201,2.0,56.98,,510201,WOMEN'S SUIT
31342947,1995-08-01,81.0,510201,2.0,14.99,,510201,WOMEN'S SUIT
31342975,1993-08-01,806.0,510201,2.0,109.95,,510201,WOMEN'S SUIT
31342989,1997-01-01,126.0,510201,2.0,424.0,,510201,WOMEN'S SUIT
31342991,1990-02-01,75.0,510201,2.0,56.990002,,510201,WOMEN'S SUIT
31343006,1996-03-01,84.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31343013,1997-01-01,115.0,510201,2.0,75.0,S,510201,WOMEN'S SUIT
31343017,1994-01-01,45.0,510201,2.0,144.95,,510201,WOMEN'S SUIT
31343024,1994-10-01,106.0,510201,2.0,45.98,,510201,WOMEN'S SUIT
31343060,1993-08-01,61.0,510201,2.0,36.0,,510201,WOMEN'S SUIT
31343069,1994-06-01,19.0,510201,2.0,39.98,,510201,WOMEN'S SUIT
31343075,1994-03-01,111.0,510201,2.0,46.98,,510201,WOMEN'S SUIT
31343089,1990-09-01,46.0,510201,2.0,95.0,,510201,WOMEN'S SUIT
31343095,1991-02-01,19.0,510201,2.0,90.0,,510201,WOMEN'S SUIT
31343096,1996-03-01,81.0,510201,2.0,49.98,,510201,WOMEN'S SUIT
31343098,1993-01-01,70.0,510201,2.0,69.940002,,510201,WOMEN'S SUIT
31343118,1996-11-01,125.0,510201,2.0,74.980003,,510201,WOMEN'S SUIT
31343124,1993-10-01,34.0,510201,2.0,30.0,,510201,WOMEN'S SUIT
31343132,1992-02-01,130.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31343138,1993-01-01,64.0,510201,2.0,42.98,,510201,WOMEN'S SUIT
31343148,1996-04-01,45.0,510201,2.0,148.99001,,510201,WOMEN'S SUIT
31343158,1993-10-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31343163,1996-12-01,238.0,510201,2.0,48.0,S,510201,WOMEN'S SUIT
31343165,1991-11-01,46.0,510201,2.0,99.139999,,510201,WOMEN'S SUIT
31343172,1991-04-01,5.0,510201,2.0,90.5,,510201,WOMEN'S SUIT
31343194,1995-10-01,81.0,510201,2.0,49.98,,510201,WOMEN'S SUIT
31343195,1997-01-01,6.0,510201,2.0,50.0,,510201,WOMEN'S SUIT
31343199,1994-04-01,35.0,510201,2.0,37.98,,510201,WOMEN'S SUIT
31343216,1994-03-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31343252,1992-01-01,85.0,510201,2.0,64.980003,,510201,WOMEN'S SUIT
31343261,1995-03-01,35.0,510201,2.0,43.98,,510201,WOMEN'S SUIT
31343282,1997-01-01,25.0,510201,2.0,115.0,S,510201,WOMEN'S SUIT
31343318,1996-05-01,48.0,510201,2.0,34.990002,,510201,WOMEN'S SUIT
31343341,1996-08-01,51.0,510201,2.0,308.0,,510201,WOMEN'S SUIT
31343346,1991-09-01,70.0,510201,2.0,115.0,,510201,WOMEN'S SUIT
31343365,1993-05-01,70.0,510201,2.0,69.940002,,510201,WOMEN'S SUIT
31343380,1995-11-01,19.0,510201,2.0,65.0,,510201,WOMEN'S SUIT
31343388,1995-10-01,19.0,510201,2.0,65.0,,510201,WOMEN'S SUIT
31343389,1992-12-01,100.0,510201,2.0,49.939999,,510201,WOMEN'S SUIT
31343405,1995-06-01,74.0,510201,2.0,45.0,,510201,WOMEN'S SUIT
31343412,1991-03-01,4.0,510201,2.0,74.949997,,510201,WOMEN'S SUIT
31343425,1994-09-01,806.0,510201,2.0,115.0,,510201,WOMEN'S SUIT
31343438,1988-04-01,10.0,510201,2.0,34.990002,,510201,WOMEN'S SUIT
31343464,1991-12-01,174.0,510201,2.0,21.0,,510201,WOMEN'S SUIT
31343502,1989-11-01,61.0,510201,2.0,139.99001,,510201,WOMEN'S SUIT
31343526,1992-04-01,6.0,510201,2.0,45.990002,,510201,WOMEN'S SUIT
31343533,1997-01-01,48.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31343560,1995-06-01,136.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31343563,1996-10-01,232.0,510201,2.0,68.0,C,510201,WOMEN'S SUIT
31343572,1996-11-01,50.0,510201,2.0,84.980003,C,510201,WOMEN'S SUIT
31343573,1994-06-01,130.0,510201,2.0,47.990002,,510201,WOMEN'S SUIT
31343583,1996-07-01,229.0,510201,2.0,129.98,,510201,WOMEN'S SUIT
31343613,1996-08-01,292.0,510201,2.0,210.0,C,510201,WOMEN'S SUIT
31343630,1993-07-01,45.0,510201,2.0,53.900002,S,510201,WOMEN'S SUIT
31343631,1996-03-01,77.0,510201,2.0,102.98,C,510201,WOMEN'S SUIT
31343643,1993-03-01,85.0,510201,2.0,45.0,,510201,WOMEN'S SUIT
31343651,1993-05-01,93.0,510201,2.0,92.980003,C,510201,WOMEN'S SUIT
31343657,1995-09-01,64.0,510201,2.0,62.0,C,510201,WOMEN'S SUIT
31343667,1994-04-01,45.0,510201,2.0,139.98,,510201,WOMEN'S SUIT
31343671,1993-09-01,46.0,510201,2.0,115.0,,510201,WOMEN'S SUIT
31343688,1993-03-01,174.0,510201,2.0,25.950001,,510201,WOMEN'S SUIT
31343695,1993-06-01,35.0,510201,2.0,37.98,,510201,WOMEN'S SUIT
31343700,1996-11-01,34.0,510201,2.0,209.0,,510201,WOMEN'S SUIT
31343705,1996-11-01,94.0,510201,2.0,179.98,C,510201,WOMEN'S SUIT
31343710,1996-03-01,248.0,510201,2.0,161.25,S,510201,WOMEN'S SUIT
31343713,1994-07-01,28.0,510201,2.0,49.98,C,510201,WOMEN'S SUIT
31343715,1991-07-01,64.0,510201,2.0,15.99,,510201,WOMEN'S SUIT
31343718,1991-09-01,83.0,510201,2.0,39.990002,,510201,WOMEN'S SUIT
31343726,1994-08-01,25.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31343727,1988-03-01,45.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31343728,1996-08-01,34.0,510201,2.0,198.89999,C,510201,WOMEN'S SUIT
31343733,1996-07-01,132.0,510201,2.0,108.99,,510201,WOMEN'S SUIT
31343749,1996-07-01,85.0,510201,2.0,42.5,C,510201,WOMEN'S SUIT
31343757,1993-03-01,61.0,510201,2.0,39.98,,510201,WOMEN'S SUIT
31343776,1993-11-01,35.0,510201,2.0,37.98,,510201,WOMEN'S SUIT
31343779,1993-09-01,19.0,510201,2.0,39.98,,510201,WOMEN'S SUIT
31343795,1993-03-01,19.0,510201,2.0,59.990002,,510201,WOMEN'S SUIT
31343808,1993-11-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31343815,1995-03-01,28.0,510201,2.0,59.98,C,510201,WOMEN'S SUIT
31343816,1997-01-01,106.0,510201,2.0,72.0,C,510201,WOMEN'S SUIT
31343827,1991-02-01,5.0,510201,2.0,55.0,,510201,WOMEN'S SUIT
31343838,1989-09-01,4.0,510201,2.0,85.0,,510201,WOMEN'S SUIT
31343845,1996-01-01,81.0,510201,2.0,49.98,,510201,WOMEN'S SUIT
31343848,1996-03-01,292.0,510201,2.0,194.0,,510201,WOMEN'S SUIT
31343862,1992-05-01,128.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31343878,1996-11-01,248.0,510201,2.0,68.980003,,510201,WOMEN'S SUIT
31343892,1995-03-01,128.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31343895,1990-03-01,83.0,510201,2.0,35.0,,510201,WOMEN'S SUIT
31343913,1993-05-01,6.0,510201,2.0,45.98,,510201,WOMEN'S SUIT
31343918,1996-06-01,50.0,510201,2.0,54.98,,510201,WOMEN'S SUIT
31343930,1996-07-01,136.0,510201,2.0,104.99,,510201,WOMEN'S SUIT
31343933,1994-07-01,35.0,510201,2.0,37.98,,510201,WOMEN'S SUIT
31343946,1991-08-01,86.0,510201,2.0,78.980003,,510201,WOMEN'S SUIT
31343948,1992-03-01,45.0,510201,2.0,94.949997,,510201,WOMEN'S SUIT
31343961,1996-07-01,217.0,510201,2.0,30.0,,510201,WOMEN'S SUIT
31343964,1990-07-01,34.0,510201,2.0,35.990002,,510201,WOMEN'S SUIT
31343965,1995-09-01,152.0,510201,2.0,100.0,,510201,WOMEN'S SUIT
31343973,1988-09-01,35.0,510201,2.0,25.0,,510201,WOMEN'S SUIT
31343982,1994-03-01,117.0,510201,2.0,44.990002,,510201,WOMEN'S SUIT
31343985,1992-02-01,85.0,510201,2.0,37.98,,510201,WOMEN'S SUIT
31343987,1995-03-01,50.0,510201,2.0,75.0,C,510201,WOMEN'S SUIT
31343988,1989-09-01,55.0,510201,2.0,80.0,,510201,WOMEN'S SUIT
31343994,1996-04-01,51.0,510201,2.0,525.0,,510201,WOMEN'S SUIT
31343998,1994-02-01,111.0,510201,2.0,47.98,C,510201,WOMEN'S SUIT
31344017,1995-06-01,35.0,510201,2.0,43.98,,510201,WOMEN'S SUIT
31344026,1996-02-01,238.0,510201,2.0,64.980003,C,510201,WOMEN'S SUIT
31344094,1992-02-01,152.0,510201,2.0,56.98,,510201,WOMEN'S SUIT
31344098,1993-04-01,93.0,510201,2.0,85.980003,C,510201,WOMEN'S SUIT
31344104,1996-11-01,235.0,510201,2.0,75.0,S,510201,WOMEN'S SUIT
31344106,1994-07-01,4.0,510201,2.0,125.0,C,510201,WOMEN'S SUIT
31344119,1993-02-01,70.0,510201,2.0,69.940002,,510201,WOMEN'S SUIT
31344122,1992-01-01,5.0,510201,2.0,99.0,,510201,WOMEN'S SUIT
31344151,1994-09-01,6.0,510201,2.0,49.98,C,510201,WOMEN'S SUIT
31344168,1992-03-01,64.0,510201,2.0,39.990002,,510201,WOMEN'S SUIT
31344191,1994-09-01,80.0,510201,2.0,115.0,,510201,WOMEN'S SUIT
31344192,1996-04-01,292.0,510201,2.0,194.0,,510201,WOMEN'S SUIT
31344193,1996-07-01,82.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31344196,1992-12-01,34.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31344208,1990-06-01,34.0,510201,2.0,35.990002,,510201,WOMEN'S SUIT
31344233,1996-09-01,64.0,510201,2.0,62.0,C,510201,WOMEN'S SUIT
31344237,1994-03-01,25.0,510201,2.0,34.990002,,510201,WOMEN'S SUIT
31344246,1993-08-01,4.0,510201,2.0,32.0,,510201,WOMEN'S SUIT
31344251,1990-03-01,34.0,510201,2.0,69.989998,,510201,WOMEN'S SUIT
31344255,1996-10-01,19.0,510201,2.0,50.959999,C,510201,WOMEN'S SUIT
31344272,1996-06-01,3.0,510201,2.0,228.99001,,510201,WOMEN'S SUIT
31344284,1996-01-01,188.0,510201,2.0,129.98,C,510201,WOMEN'S SUIT
31344288,1993-02-01,93.0,510201,2.0,74.980003,,510201,WOMEN'S SUIT
31344291,1990-05-01,10.0,510201,2.0,59.990002,,510201,WOMEN'S SUIT
31344301,1996-11-01,126.0,510201,2.0,424.0,,510201,WOMEN'S SUIT
31344306,1989-05-01,34.0,510201,2.0,59.990002,,510201,WOMEN'S SUIT
31344318,1989-12-01,10.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31344325,1996-10-01,81.0,510201,2.0,51.0,,510201,WOMEN'S SUIT
31344331,1996-05-01,86.0,510201,2.0,35.0,,510201,WOMEN'S SUIT
31344332,1994-10-01,80.0,510201,2.0,115.0,,510201,WOMEN'S SUIT
31344341,1996-03-01,115.0,510201,2.0,75.0,C,510201,WOMEN'S SUIT
31344344,1991-12-01,49.0,510201,2.0,121.98,,510201,WOMEN'S SUIT
31344354,1994-08-01,28.0,510201,2.0,45.0,S,510201,WOMEN'S SUIT
31344356,1995-09-01,69.0,510201,2.0,75.0,C,510201,WOMEN'S SUIT
31344357,1992-12-01,3.0,510201,2.0,205.0,,510201,WOMEN'S SUIT
31344360,1996-09-01,36.0,510201,2.0,63.0,C,510201,WOMEN'S SUIT
31344369,1996-02-01,229.0,510201,2.0,129.98,,510201,WOMEN'S SUIT
31344393,1993-11-01,86.0,510201,2.0,69.980003,,510201,WOMEN'S SUIT
31344401,1992-10-01,117.0,510201,2.0,18.99,,510201,WOMEN'S SUIT
31344439,1989-01-01,4.0,510201,2.0,85.0,,510201,WOMEN'S SUIT
31344443,1997-01-01,82.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31344445,1993-01-01,130.0,510201,2.0,49.990002,S,510201,WOMEN'S SUIT
31344454,1988-05-01,10.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31344472,1994-12-01,152.0,510201,2.0,51.990002,C,510201,WOMEN'S SUIT
31344496,1992-12-01,70.0,510201,2.0,69.940002,,510201,WOMEN'S SUIT
31344510,1995-01-01,70.0,510201,2.0,85.0,,510201,WOMEN'S SUIT
31344516,1993-06-01,152.0,510201,2.0,57.990002,,510201,WOMEN'S SUIT
31344528,1993-07-01,19.0,510201,2.0,32.0,S,510201,WOMEN'S SUIT
31344538,1996-12-01,236.0,510201,2.0,22.5,S,510201,WOMEN'S SUIT
31344572,1996-08-01,217.0,510201,2.0,30.0,,510201,WOMEN'S SUIT
31344574,1995-04-01,85.0,510201,2.0,65.0,,510201,WOMEN'S SUIT
31344585,1995-11-01,36.0,510201,2.0,69.980003,C,510201,WOMEN'S SUIT
31344604,1991-12-01,129.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31344608,1996-10-01,6.0,510201,2.0,50.0,,510201,WOMEN'S SUIT
31344609,1991-11-01,10.0,510201,2.0,105.0,,510201,WOMEN'S SUIT
31344626,1994-06-01,4.0,510201,2.0,120.0,,510201,WOMEN'S SUIT
31344636,1990-05-01,64.0,510201,2.0,35.0,,510201,WOMEN'S SUIT
31344649,1993-04-01,61.0,510201,2.0,39.98,,510201,WOMEN'S SUIT
31344653,1996-06-01,238.0,510201,2.0,61.98,C,510201,WOMEN'S SUIT
31344654,1992-12-01,47.0,510201,2.0,175.0,,510201,WOMEN'S SUIT
31344655,1992-06-01,80.0,510201,2.0,109.9,,510201,WOMEN'S SUIT
31344657,1993-09-01,80.0,510201,2.0,114.95,,510201,WOMEN'S SUIT
31344680,1992-06-01,106.0,510201,2.0,33.98,,510201,WOMEN'S SUIT
31344681,1996-12-01,80.0,510201,2.0,90.0,,510201,WOMEN'S SUIT
31344683,1995-06-01,113.0,510201,2.0,75.0,,510201,WOMEN'S SUIT
31344735,1994-05-01,35.0,510201,2.0,37.98,,510201,WOMEN'S SUIT
31344741,1995-10-01,93.0,510201,2.0,70.0,S,510201,WOMEN'S SUIT
31344744,1990-12-01,56.0,510201,2.0,39.990002,,510201,WOMEN'S SUIT
31344748,1991-05-01,46.0,510201,2.0,114.95,,510201,WOMEN'S SUIT
31344761,1992-04-01,136.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31344767,1993-06-01,132.0,510201,2.0,39.990002,,510201,WOMEN'S SUIT
31344774,1994-01-01,174.0,510201,2.0,26.5,,510201,WOMEN'S SUIT
31344782,1995-05-01,4.0,510201,2.0,74.989998,,510201,WOMEN'S SUIT
31344787,1996-07-01,64.0,510201,2.0,56.0,,510201,WOMEN'S SUIT
31344810,1996-03-01,85.0,510201,2.0,72.5,C,510201,WOMEN'S SUIT
31344815,1995-09-01,35.0,510201,2.0,61.98,C,510201,WOMEN'S SUIT
31344825,1988-06-01,75.0,510201,2.0,55.990002,,510201,WOMEN'S SUIT
31344848,1991-12-01,5.0,510201,2.0,99.0,,510201,WOMEN'S SUIT
31344851,1993-01-01,40.0,510201,2.0,32.98,S,510201,WOMEN'S SUIT
31344893,1995-04-01,128.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31344894,1993-12-01,106.0,510201,2.0,31.0,S,510201,WOMEN'S SUIT
31344895,1993-02-01,6.0,510201,2.0,45.98,,510201,WOMEN'S SUIT
31344896,1996-04-01,3.0,510201,2.0,143.99001,S,510201,WOMEN'S SUIT
31344900,1997-01-01,64.0,510201,2.0,44.299999,S,510201,WOMEN'S SUIT
31344901,1996-03-01,111.0,510201,2.0,72.5,,510201,WOMEN'S SUIT
31344924,1992-03-01,117.0,510201,2.0,32.98,,510201,WOMEN'S SUIT
31344925,1995-06-01,19.0,510201,2.0,74.980003,,510201,WOMEN'S SUIT
31344927,1996-11-01,245.0,510201,2.0,73.330002,S,510201,WOMEN'S SUIT
31344933,1994-03-01,80.0,510201,2.0,110.0,,510201,WOMEN'S SUIT
31344935,1993-06-01,130.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31344945,1994-07-01,4.0,510201,2.0,120.0,,510201,WOMEN'S SUIT
31344955,1996-12-01,242.0,510201,2.0,53.0,S,510201,WOMEN'S SUIT
31344962,1992-12-01,86.0,510201,2.0,64.980003,,510201,WOMEN'S SUIT
31344963,1996-06-01,136.0,510201,2.0,104.99,,510201,WOMEN'S SUIT
31344969,1991-10-01,5.0,510201,2.0,99.0,,510201,WOMEN'S SUIT
31344999,1994-07-01,93.0,510201,2.0,82.980003,C,510201,WOMEN'S SUIT
31345030,1996-06-01,377.0,510201,2.0,23.950001,,510201,WOMEN'S SUIT
31345031,1996-12-01,806.0,510201,2.0,125.0,,510201,WOMEN'S SUIT
31345045,1991-01-01,132.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31345048,1990-11-01,35.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31345050,1992-03-01,174.0,510201,2.0,21.0,,510201,WOMEN'S SUIT
31345065,1997-01-01,294.0,510201,2.0,36.0,S,510201,WOMEN'S SUIT
31345087,1993-10-01,70.0,510201,2.0,69.940002,,510201,WOMEN'S SUIT
31345099,1996-10-01,80.0,510201,2.0,90.0,,510201,WOMEN'S SUIT
31345108,1992-11-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31345114,1996-09-01,280.0,510201,2.0,65.0,,510201,WOMEN'S SUIT
31345126,1994-11-01,40.0,510201,2.0,58.990002,S,510201,WOMEN'S SUIT
31345137,1995-10-01,4.0,510201,2.0,65.0,S,510201,WOMEN'S SUIT
31345144,1990-06-01,10.0,510201,2.0,59.990002,,510201,WOMEN'S SUIT
31345170,1996-09-01,236.0,510201,2.0,33.0,,510201,WOMEN'S SUIT
31345179,1992-11-01,4.0,510201,2.0,44.990002,,510201,WOMEN'S SUIT
31345209,1993-01-01,81.0,510201,2.0,36.98,S,510201,WOMEN'S SUIT
31345223,1994-09-01,4.0,510201,2.0,120.0,,510201,WOMEN'S SUIT
31345237,1993-08-01,136.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31345242,1997-01-01,279.0,510201,2.0,34.48,S,510201,WOMEN'S SUIT
31345261,1995-12-01,70.0,510201,2.0,120.0,,510201,WOMEN'S SUIT
31345263,1988-03-01,34.0,510201,2.0,35.0,,510201,WOMEN'S SUIT
31345270,1993-09-01,152.0,510201,2.0,55.98,C,510201,WOMEN'S SUIT
31345292,1995-01-01,45.0,510201,2.0,98.980003,S,510201,WOMEN'S SUIT
31345295,1996-02-01,64.0,510201,2.0,59.990002,S,510201,WOMEN'S SUIT
31345298,1993-01-01,169.0,510201,2.0,62.5,S,510201,WOMEN'S SUIT
31345307,1991-02-01,6.0,510201,2.0,46.990002,,510201,WOMEN'S SUIT
31345308,1993-06-01,3.0,510201,2.0,210.0,,510201,WOMEN'S SUIT
31345313,1993-10-01,81.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31345314,1996-11-01,282.0,510201,2.0,42.0,,510201,WOMEN'S SUIT
31345320,1992-12-01,46.0,510201,2.0,70.0,,510201,WOMEN'S SUIT
31345324,1989-01-01,45.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31345328,1991-11-01,83.0,510201,2.0,59.990002,,510201,WOMEN'S SUIT
31345336,1991-12-01,83.0,510201,2.0,41.98,,510201,WOMEN'S SUIT
31345337,1993-08-01,86.0,510201,2.0,59.98,,510201,WOMEN'S SUIT
31345344,1993-11-01,40.0,510201,2.0,32.98,S,510201,WOMEN'S SUIT
31345349,1991-10-01,35.0,510201,2.0,39.990002,,510201,WOMEN'S SUIT
31345353,1995-08-01,136.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31345356,1992-08-01,85.0,510201,2.0,27.98,,510201,WOMEN'S SUIT
31345357,1994-01-01,6.0,510201,2.0,44.98,,510201,WOMEN'S SUIT
31345359,1992-09-01,36.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31345364,1996-04-01,34.0,510201,2.0,238.0,,510201,WOMEN'S SUIT
31345381,1995-10-01,152.0,510201,2.0,100.0,,510201,WOMEN'S SUIT
31345404,1995-11-01,69.0,510201,2.0,71.0,,510201,WOMEN'S SUIT
31345412,1995-07-01,80.0,510201,2.0,115.0,S,510201,WOMEN'S SUIT
31345428,1996-12-01,279.0,510201,2.0,50.400002,S,510201,WOMEN'S SUIT
31345451,1994-12-01,70.0,510201,2.0,85.0,,510201,WOMEN'S SUIT
31345459,1994-08-01,111.0,510201,2.0,49.98,,510201,WOMEN'S SUIT
31345472,1992-10-01,81.0,510201,2.0,42.98,,510201,WOMEN'S SUIT
31345485,1993-07-01,69.0,510201,2.0,44.939999,S,510201,WOMEN'S SUIT
31345491,1994-10-01,3.0,510201,2.0,248.0,,510201,WOMEN'S SUIT
31345493,1996-12-01,248.0,510201,2.0,68.980003,,510201,WOMEN'S SUIT
31345512,1991-07-01,93.0,510201,2.0,73.980003,,510201,WOMEN'S SUIT
31345514,1992-02-01,36.0,510201,2.0,49.990002,,510201,WOMEN'S SUIT
31345520,1995-10-01,46.0,510201,2.0,120.0,,510201,WOMEN'S SUIT
31345524,1995-06-01,3.0,510201,2.0,198.99001,,510201,WOMEN'S SUIT
31345526,1993-06-01,806.0,510201,2.0,109.9,,510201,WOMEN'S SUIT
31345528,1995-06-01,174.0,510201,2.0,39.950001,,510201,WOMEN'S SUIT
31345529,1991-11-01,86.0,510201,2.0,78.980003,,510201,WOMEN'S SUIT
31345532,1996-10-01,94.0,510201,2.0,179.98,,510201,WOMEN'S SUIT
31345560,1996-03-01,96.0,510201,2.0,264.0,,510201,WOMEN'S SUIT
31345562,1992-02-01,111.0,510201,2.0,59.98,,510201,WOMEN'S SUIT
31345582,1996-08-01,3.0,510201,2.0,208.99001,C,510201,WOMEN'S SUIT
31345584,1996-05-01,294.0,510201,2.0,54.990002,,510201,WOMEN'S SUIT
31345592,1995-01-01,152.0,510201,2.0,51.990002,,510201,WOMEN'S SUIT
31345594,1994-08-01,85.0,510201,2.0,64.989998,,510201,WOMEN'S SUIT
31345614,1991-07-01,85.0,510201,2.0,43.299999,,510201,WOMEN'S SUIT
31345619,1996-08-01,282.0,510201,2.0,42.0,,510201,WOMEN'S SUIT
31345623,1992-02-01,93.0,510201,2.0,94.989998,,510201,WOMEN'S SUIT
31345625,1994-07-01,40.0,510201,2.0,43.98,,510201,WOMEN'S SUIT
31345626,1993-04-01,46.0,510201,2.0,70.0,,510201,WOMEN'S SUIT
31345650,1988-11-01,45.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31345655,1992-04-01,174.0,510201,2.0,25.950001,,510201,WOMEN'S SUIT
31345669,1992-11-01,3.0,510201,2.0,205.0,,510201,WOMEN'S SUIT
31345672,1995-05-01,35.0,510201,2.0,43.98,,510201,WOMEN'S SUIT
31345691,1992-11-01,80.0,510201,2.0,109.9,,510201,WOMEN'S SUIT
31345699,1992-05-01,152.0,510201,2.0,51.990002,,510201,WOMEN'S SUIT
31345710,1988-06-01,45.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31345714,1994-09-01,70.0,510201,2.0,70.5,,510201,WOMEN'S SUIT
31345723,1994-07-01,70.0,510201,2.0,70.0,,510201,WOMEN'S SUIT
31345725,1994-07-01,117.0,510201,2.0,40.990002,,510201,WOMEN'S SUIT
31345730,1991-03-01,64.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31345737,1992-11-01,35.0,510201,2.0,32.98,,510201,WOMEN'S SUIT
31345751,1991-12-01,130.0,510201,2.0,60.689999,,510201,WOMEN'S SUIT
31345761,1992-01-01,19.0,510201,2.0,59.98,,510201,WOMEN'S SUIT
31345763,1996-10-01,136.0,510201,2.0,124.98,C,510201,WOMEN'S SUIT
31345766,1992-12-01,19.0,510201,2.0,32.98,,510201,WOMEN'S SUIT
31345797,1996-09-01,93.0,510201,2.0,94.0,,510201,WOMEN'S SUIT
31345816,1996-12-01,85.0,510201,2.0,90.0,,510201,WOMEN'S SUIT
31345828,1996-08-01,136.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31345843,1988-04-01,45.0,510201,2.0,24.99,,510201,WOMEN'S SUIT
31345855,1995-07-01,45.0,510201,2.0,94.980003,S,510201,WOMEN'S SUIT
31345875,1992-05-01,35.0,510201,2.0,39.990002,,510201,WOMEN'S SUIT
31345881,1997-01-01,76.0,510201,2.0,50.0,C,510201,WOMEN'S SUIT
31345882,1995-02-01,64.0,510201,2.0,61.990002,,510201,WOMEN'S SUIT
31345887,1996-03-01,228.0,510201,2.0,69.980003,,510201,WOMEN'S SUIT
31345895,1993-06-01,19.0,510201,2.0,39.98,,510201,WOMEN'S SUIT
31345904,1996-10-01,82.0,510201,2.0,29.99,,510201,WOMEN'S SUIT
31345920,1994-11-01,70.0,510201,2.0,85.0,,510201,WOMEN'S SUIT
31345945,1992-05-01,81.0,510201,2.0,47.0,,510201,WOMEN'S SUIT
31345947,1991-12-01,34.0,510201,2.0,45.98,,510201,WOMEN'S SUIT
